Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address1_clean,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Final,Name_Changed_Flag
Sierra Ridge @ Summerlin North,SAME AS MASTER,SAM,186,(702) 838-5500,Summerlin Community Management,2120 Snow Trail,Las Vegas,NV,89134,Clark,SUMMERLIN COMMUNITY MANAGEMENT,2120 snow trail,summerlin community management,7028385500,summerlin community management,summerlin community management,summerlin community management,False
Sierra Ridge At Mesquite Estate Homeowners' Association,0324812007-9,SUB,38,(702) 345-2200,Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark,COLONIAL PROPERTY MANAGEMENT,736 w pioneer blvd,colonial property management,7023452200,colonial property management,colonial property management,colonial property management,False
Sierra Shadows Landscape Maintenance Association,1910112019-5,REG,15,(775) 335-0506,Ryder Nv Management Llc,985 Damonte Ranch Pkwy Suite 140,Reno,NV,89521,Washoe,RYDER NV MANAGEMENT LLC,985 damonte ranch pkwy,ryder nv management,7753350506,ryder nv management,ryder nv management,ryder nv management,False
Sierra Valley Association,2625-2004,REG,229,(702) 869-0937,Prime Community Management Llc,181 Arroyo Grande Blvd Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT LLC,181 arroyo grande blvd,prime community management,7028690937,prime community management,prime community management,prime community management,False
Sierra View Estates Unit One Homeowners Association,3532-1985,REG,274,(775) 626-7333,Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional cir,associa,7756267333,associa,associa,associa,False
Sierra Vista Ranchos Homeowners' Association,851-1963,REG,121,(702) 262-9091,Regal Property Management,3945 W Reno Ave Ste E,Las Vegas,NV,89118,Clark,REGAL PROPERTY MANAGEMENT,3945 w reno ave,regal property management,7022629091,regal property management,regal property management,regal property management,False
"Sierra Vista Towers Homeowners' Association, Inc.",0206512005-8,REG,59,(775) 329-7070,Reno Property Management Ltd,"1575 Delucchi Lane, Ste 224",Reno,NV,89502,Washoe,RENO PROPERTY MANAGEMENT LTD,1575 delucchi lane,reno property management,7753297070,reno property management,reno property management,reno property management,False
Sierra Vista Villas Unit #2 Homeowners Association,2236-1977,REG,46,(775) 674-8000,Kenyon & Associates,645 Sierra Rose Dr Ste 104,Reno,NV,89511,Washoe,KENYON & ASSOCIATES,645 sierra rose dr,kenyon associate,7756748000,kenyon associate,kenyon associate,kenyon associate,False
Silhouette Homeowners' Association,0260572013-0,REG,210,(702) 835-6904,The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark,THE MANAGEMENT TRUST,8485 w sunset rd,the management trust,7028356904,the management trust,the management trust,the management trust,False
Silver Creek At Deersprings Homeowners Association,0042652007-8,REG,20,(702) 362-6262,Terra West Management,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark,TERRA WEST MANAGEMENT,6655 s cimarron rd,terra west management,7023626262,terra west management service,terra west management service,terra west management service,True
Silver Creek Homeowners Association,29027-1999,REG,124,(702) 851-7660,Nicklin Property Management,375 N Stephanie St Ste 911B,Las Vegas,NV,89014,Clark,NICKLIN PROPERTY MANAGEMENT,375 n stephanie st,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
Silver Crossing Homeowners Association,21505-2002,REG,154,(702) 990-9707,Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark,HOA MANAGEMENT,6595 w smoke ranch,hoa management,7029909707,hoa management,hoa management,hoa management,False
Silver Estates Homeowners Association,0297452016-2,REG,13,702-515-2042,Thoroughbred Management Inc,2555 Cheyenne Ave,N. Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT INC,2555 cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Silver Hills @ Mountain'S Edge,SAME AS MASTER,SAM,217,(702) 457-6362,Capital Consultants Management Corporation,8090 Blue Diamond Rd Ste 240,Las Vegas,NV,89178,Clark,CAPITAL CONSULTANTS MANAGEMENT CORPORATION,8090 blue diamond rd,capital consultant management,7024576362,capital consultant management,capital consultant management,capital consultant management,False
Silver Oak Community Association,17944-1994,REG,1185,(775) 782-6340,Community Association Management Company,333 N. Curry St Ste B,Carson City,NV,89703,Carson City,COMMUNITY ASSOCIATION MANAGEMENT COMPANY,333 n curry st,community association management,7757826340,community association management,community association management,community association management,False
Silver Oak Estates Homeowners Association,11710-2002,REG,45,(702) 365-6720,First Columbia Community Management Inc,Po Box 28759,Las Vegas,NV,89126,Clark,FIRST COLUMBIA COMMUNITY MANAGEMENT INC,po box 28759,first columbia community management,7023656720,first columbia community management,first columbia community management,first columbia community management,False
Silver Oak/Silver Pointes Landscape Maintenance Association,22595-1997,REG,158,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Silver Pines Homeowners Association,1695-1998,SUB,292,(702) 869-0937,Prime Community Management Llc,181 N Arroyo Grande Blvd Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT LLC,181 n arroyo grande blvd,prime community management,7028690937,prime community management,prime community management,prime community management,False
Silver Pointe I Landscape Maintenance Association,2645-1997,REG,82,(702) 458-2580,Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark,COLONIAL PROPERTY MANAGEMENT,8595 s eastern ave,colonial property management,7024582580,colonial property management,colonial property management,colonial property management,False
Silver Ridge At Eagle Canyon Homeowners' Association,0401182005-4,REG,154,(775) 626-7333,Associa Sierra North,10509 Professional Cir. #200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional cir 200,associa,7756267333,associa,associa,associa,False
Silver Ridge Ii At Eagle Canyon Homeowners' Association,0317272017-6,REG,300,(775) 626-7333,Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional cir,associa,7756267333,associa,associa,associa,False
Silver Spur Owners Association,19479-1994,REG,112,(702) 433-0149,Level Property Management,8966 Spanish Ridge Ste 100,Las Vegas,NV,89148,Clark,LEVEL PROPERTY MANAGEMENT,8966 spanish ridge,level property management,7024330149,level property management,level property management,level property management,False
Silver Terrace Ii Landscape Maintenance Association,0125582005-7,REG,208,(775) 852-2224,Equus Management Group,5480 Reno Corp Dr # 100,Reno,NV,89511,Washoe,EQUUS MANAGEMENT GROUP,5480 reno corp dr 100,equu management group,7758522224,equu management group,equu management group,equu management group,False
Silver Turtle Homeowners Association,21618-2004,REG,97,(702) 655-7064,Las Vegas Valley Community Management,7571 Tule Springs Road,Las Vegas,NV,89131,Clark,LAS VEGAS VALLEY COMMUNITY MANAGEMENT,7571 tule spring rd,las vega valley community management,7026557064,las vega valley community management,las vega valley community management,las vega valley community management,False
Silverado 129 Homeowners Association,22809-1996,REG,134,(702) 515-2042,Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Silverado 161 Homeowners Association,21085-1997,REG,161,(702) 942-2500,Community Management Group,2450 Box Canyon Dr,Las Vegas,NV,89128,Clark,COMMUNITY MANAGEMENT GROUP,2450 box canyon dr,community management group,7029422500,community management group,community management group,community management group,False
Silverado Canyons Landscape Maintenance Association,15275-1997,REG,248,(702) 435-3757,Cornerstone Community Association Management,Po Box 93625,Las Vegas,NV,89193,Clark,CORNERSTONE COMMUNITY ASSOCIATION MANAGEMENT,po box 93625,cornerstone community association management,7024353757,cornerstone community association management,cornerstone community association management,cornerstone community association management,False
Silverado Court Homeowners Association,31747-1999,REG,24,(702) 247-1115,Ideal Community Management,5785 Centennial Center Blvd Ste 210,Las Vegas,NV,89149,Clark,IDEAL COMMUNITY MANAGEMENT,5785 centennial center blvd,ideal community management,7022471115,ideal community management,ideal community management,ideal community management,False
Silverado Court Landscape Maintenance Corporation,516-2003,REG,674,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Silverado Courtyards Association,3287-2000,REG,132,(702) 992-7211,"Desert Living, Inc.",8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,"DESERT LIVING, INC.",8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,False
Silverado Crossing Landscape Maintenance Association,12174-1997,REG,232,(702) 435-3757,Cornerstone Community Association Management,Po Box 93625,Las Vegas,NV,89193,Clark,CORNERSTONE COMMUNITY ASSOCIATION MANAGEMENT,po box 93625,cornerstone community association management,7024353757,cornerstone community association management,cornerstone community association management,cornerstone community association management,False
Silverado Hills Ii Landscape Maintenance Association,2320-1997,REG,75,(702) 251-4540,Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark,TERRA WEST MANAGEMENT SERVICES,6655 s cimarron rd,terra west management service,7022514540,terra west management service,terra west management service,terra west management service,False
Silverado Hills Landscape Maintenance Association,20366-1995,REG,235,(702) 435-3757,Cornerstone Community Association Management,Po Box 93625,Las Vegas,NV,89193,Clark,CORNERSTONE COMMUNITY ASSOCIATION MANAGEMENT,po box 93625,cornerstone community association management,7024353757,cornerstone community association management,cornerstone community association management,cornerstone community association management,False
Silverado Lane East Homeowners Association,17172-2000,REG,288,(702) 362-6262,Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark,TERRA WEST MANAGEMENT SERVICES,po box 80900,terra west management service,7023626262,terra west management service,terra west management service,terra west management service,False
"Silverado Pines Landscape Maintenance Association, Inc.",383-2002,REG,237,(702) 222-2391,Nevada Community Management,"9500 W Flamingo, Ste 204",Las Vegas,NV,89147,Clark,NEVADA COMMUNITY MANAGEMENT,9500 w flamingo,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,False
Silverado Place Homeowners Association,3316-2001,REG,429,(702) 982-2587,Nevada'S Finest Properties,3568 E Russell Rd,Las Vegas,NV,89120,Clark,NEVADA'S FINEST PROPERTIES,3568 e russell rd,nevada finest propertie,7029822587,nevada finest propertie,nevada finest propertie,nevada finest propertie,False
Silverado Pointe/Ridge Homeowners Association,1338-1999,REG,184,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Silverado Ranch Ii Landscape Maintenance Corporation,9131-1999,REG,525,(702) 435-3757,Cornerstone Community Association Management,Po Box 93625,Las Vegas,NV,89193,Clark,CORNERSTONE COMMUNITY ASSOCIATION MANAGEMENT,po box 93625,cornerstone community association management,7024353757,cornerstone community association management,cornerstone community association management,cornerstone community association management,False
Silverado Ranch Iii Landscape Maintenance Corporation,28307-2000,REG,443,(702) 435-3757,Cornerstone Community Association Management,Po Box 93625,Las Vegas,NV,89193,Clark,CORNERSTONE COMMUNITY ASSOCIATION MANAGEMENT,po box 93625,cornerstone community association management,7024353757,cornerstone community association management,cornerstone community association management,cornerstone community association management,False
Silverado Ranch Landscape Maintenance Corporation,9149-1998,REG,342,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Silverado South Homeowners Association,3903-1998,REG,389,(702) 933-7764,Real Property Management Group,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTY MANAGEMENT GROUP,po box 95606,real property management group,7029337764,real propertie management group,real propertie management group,real property management group,False
Silverado Trails Landscape Maintenance Association,384-1996,REG,251,(702) 435-3757,Cornerstone Community Association Management,Po Box 93625,Las Vegas,NV,89193,Clark,CORNERSTONE COMMUNITY ASSOCIATION MANAGEMENT,po box 93625,cornerstone community association management,7024353757,cornerstone community association management,cornerstone community association management,cornerstone community association management,False
Silverleaf Homeowners' Association,0424232007-0,REG,271,(702) 795-3344,Associa Nevada South,7670 W Lake Mead Blvd Suite 100,Las Vegas,NV,89128,Clark,ASSOCIA NEVADA SOUTH,7670 w lake mead blvd,associa,7027953344,associa,associa,associa,False
Silverlyn Heights Community Association,3063-2002,REG,80,(702) 851-7660,Nicklin Property Management,375 N Stephanie St Ste 911,Henderson,NV,89014,Clark,NICKLIN PROPERTY MANAGEMENT,375 n stephanie st,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
