Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Canonical,Firm_Final
Hidden Lake Ranch Property Owners Association,18452-1999,REG,16.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Lane Ste 2,Reno,NV,89509,Carson City,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Hunter Lake Townhouse Association Court 'C',289-1972,REG,20.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Ln Ste 2,Reno,NV,89509,Washoe,255 w peckham ln,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Knollcrest Homeowners Association,16308-1994,REG,13.0,(775) 284-4434," Western Nevada Management, Inc",255 W. Peckham Lane Ste 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Lake-Ridge Shores,1732-1974,MSTR,191.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Ln Ste 2,Reno,NV,89509,Washoe,255 w peckham ln,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Lake-Ridge Shores Townhouses Association,6872-1982,SUB,28.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Ln Ste 2,Reno,NV,89509,Washoe,255 w peckham ln,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Lakeridge Pointe,18185-1994,SUB,39.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Ln Ste 2,Reno,NV,89509,Washoe,255 w peckham ln,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Lockwood Community Corporation,28924-1999,REG,94.0,(775) 284-4434," Western Nevada Management, Inc",255 Peckham Lane Ste 2,Reno,NV,89509,Storey,255 peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Mayberry Townhomes Homeowners' Association,0130762014-7,REG,9.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Ln Ste 2,Reno,NV,89509,Washoe,255 w peckham ln,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Meadowview Terrace Townhouse Association,2740-1974,REG,118.0,(775) 284-4434," Western Nevada Management, Inc",255 W. Peckham Lane Suite #2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Northgate Village Homeowners Association,4311-1985,REG,72.0,(775) 284-4434," Western Nevada Management, Inc",255 W. Peckham Lane Ste 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Park Terrace Townhomes Association,1865-1984,REG,182.0,(775) 284-4434," Western Nevada Management, Inc",255 W. Peckham Lane Suite 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Peavine Estates Association,3688-1993,REG,260.0,(775) 284-4434," Western Nevada Management, Inc",255 W. Peckham Lane Ste 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Roseview Homeowners Association,419-1995,REG,138.0,(775) 284-4434," Western Nevada Management, Inc",255 W. Peckham Lane Ste 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Roundhouse Village Homeowners Association,16073-1999,REG,48.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Lane Ste 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
"Sedona Village Community Association, The",9901-1997,REG,79.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Ln Ste 2,Reno,NV,89509,Washoe,255 w peckham ln,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Southwest Townhomes Owners' Association,18566-2002,REG,10.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Lane Suite 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Springland Village Homeowners Association,1753-1982,REG,312.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Ln Ste 2,Reno,NV,89509,Washoe,255 w peckham ln,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
"Summit Townhomes Homeowners Association, Inc., The",7301-1992,REG,9.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Lane Suite 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Tiny Ten Homeowners,0504352017-3,REG,10.0,(775) 284-4434," Western Nevada Management, Inc",255 W. Peckham Lane Ste 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Villa Marbella Homeowners Association,0357902016-0,REG,21.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Lane Suite 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Warren Way Townhomes Community Association,0166512017-3,REG,12.0,(775) 284-4434," Western Nevada Management, Inc",255 W. Peckham Lane Ste 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Westview Townhouse'S Association,5788-1986,REG,18.0,(775) 284-4434," Western Nevada Management, Inc",255 W. Peckham Lane Ste 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Willow Hills Commons Homeowners Association,4360-1976,REG,70.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Lane Ste 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Wyndgate Village Homeowners Association,18177-1999,SUB,275.0,(775) 284-4434," Western Nevada Management, Inc",255 W. Peckham Lane Suite #2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Yorkshire Manor Association,2411-1971,REG,160.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Ln Ste 2,Reno,NV,89509,Washoe,255 w peckham ln,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Esplanade At The Ranch Community Association,0067812018-0,MSTR,41.0,(775) 284-4788, The Management Trust,755 N. Roop St. #106,Carson City,NV,89706,Carson City,755 n roop st 106,the management trust,7752844788,the management trust,the management trust,the management trust,the management trust
Hidden Valley Cove Association,1794-1993,REG,24.0,(775) 284-4788, The Management Trust,1380 Greg St Ste 208,Sparks,NV,89431,Washoe,1380 greg st,the management trust,7752844788,the management trust,the management trust,the management trust,the management trust
Incline-Mount Rose Chalets-Townhouse Association,2912-1973,REG,35.0,(775) 284-4788, The Management Trust,755 N. Roop St. #106,Carson City,NV,89706,Carson City,755 n roop st 106,the management trust,7752844788,the management trust,the management trust,the management trust,the management trust
Laguna Terrace Homeowners Association,0445832006-6,REG,38.0,(775) 284-4788, The Management Trust,1380 Greg St Ste 208,Sparks,NV,89431,Washoe,1380 greg st,the management trust,7752844788,the management trust,the management trust,the management trust,the management trust
Meadow Springs Landscape Maintenance Association,0892872005-0,REG,81.0,(775) 284-4788, The Management Trust,1380 Greg St Ste 208,Sparks,NV,89431,Washoe,1380 greg st,the management trust,7752844788,the management trust,the management trust,the management trust,the management trust
Miramonte Homeowners Association,0584272005-5,REG,1800.0,(775) 284-4788, The Management Trust,1380 Greg St Ste 208,Sparks,NV,89431,Washoe,1380 greg st,the management trust,7752844788,the management trust,the management trust,the management trust,the management trust
Southwood Homes Owners Association,25656-1998,REG,4.0,(775) 284-4788, The Management Trust,"1380 Greg Street, Suite 208",Sparks,NV,89431,Washoe,1380 greg st,the management trust,7752844788,the management trust,the management trust,the management trust,the management trust
"Sunrise At Whites Creek, Inc. Homeowners Association, The",0409472011-5,REG,30.0,(775) 284-4788, The Management Trust,1380 Greg St Ste 208,Sparks,NV,89431,Washoe,1380 greg st,the management trust,7752844788,the management trust,the management trust,the management trust,the management trust
University Place (South) Homeowners Association,0005812007-3,REG,12.0,(775) 284-4788, The Management Trust,"1380 Greg Street, #208",Sparks,NV,89431,Washoe,1380 greg st 208,the management trust,7752844788,the management trust,the management trust,the management trust,the management trust
Spanish Springs Village Common-Interest Association,4707-1992,REG,577.0,(775) 286-8092, Controlled Resources Management Group,83 Continental Dr Ste. B,Reno,NV,89509,Washoe,83 continental dr,controlled resource management group,7752868092,controlled resource management group,controlled resource management group,controlled resource management group,controlled resource management group
Incline Villa Association,2473-1972,REG,20.0,(775) 298-7956, Incline Property Management,"848 Tanager St, Suite M",Incline Village,NV,89451,Washoe,848 tanager st,incline property management,7752987956,incline property management,incline property management,incline property management,incline property management
Eagle Highlands Phase Ii Homeowners Association,2540-1983,REG,92.0,(775) 298-7982, Incline Property Management,"1789 E College Parkway, Suite 128",Carson City,NV,89706,Carson City,1789 e college parkway,incline property management,7752987982,incline property management,incline property management,incline property management,incline property management
Job'S Peak Ranch Community Association Inc,24781-1997,REG,123.0,(775) 298-7984, Incline Property Management,"1789 E College Parkway, Suite 128",Carson City,NV,89706,Carson City,1789 e college parkway,incline property management,7752987984,incline property management,incline property management,incline property management,incline property management
Quail Run Seniors Resort Community Property Owner'S Association,11969-1995,REG,129.0,(775) 298-7984, Incline Property Management,1789 E College Pkwy. Ste 128,Carson City,NV,89706,Carson City,1789 e college pkwy,incline property management,7752987984,incline property management,incline property management,incline property management,incline property management
"Kings Canyon Meadows Property Owners Association, Inc",17534-1998,REG,73.0,(775) 298-7986, Incline Property Management,"1789 E College Parkway, Suite 128",Carson City,NV,89706,Carson City,1789 e college parkway,incline property management,7752987986,incline property management,incline property management,incline property management,incline property management
Westwood Park Homeowners Association Inc,3491-1986,REG,84.0,(775) 298-7986, Incline Property Management,1789 E College Pkwy #128,Carson City,NV,89706,Douglas,1789 e college pkwy 128,incline property management,7752987986,incline property management,incline property management,incline property management,incline property management
Double Tree Homeowners Association,5721-1995,REG,68.0,(775) 298-7987, Incline Property Management,"1789 E College Parkway, Suite 128",Carson City,NV,89706,Carson City,1789 e college parkway,incline property management,7752987987,incline property management,incline property management,incline property management,incline property management
Governor'S Square Townhomes Homeowners Association,0244332007-4,REG,48.0,7752987987, Incline Property Management,"848 Tanager Street, Suite M",Incline Village,NV,89451,Carson City,848 tanager st,incline property management,7752987987,incline property management,incline property management,incline property management,incline property management
Ironwood Town Homes Unit Owners’ Association,0118342005-0,REG,12.0,(775) 298-7987, Incline Property Management,"848 Tanager St, Suite M",Incline Village,NV,89451,Washoe,848 tanager st,incline property management,7752987987,incline property management,incline property management,incline property management,incline property management
"Carson Air Group, Inc.",18568-1999,REG,38.0,(775) 298-7988, Incline Property Management,"1789 E. College Pkwy., Suite 128",Carson City,NV,89706,Carson City,1789 e college pkwy,incline property management,7752987988,incline property management,incline property management,incline property management,incline property management
Mshoa,11057-2002,REG,32.0,(775) 298-7988," Western Nevada Management, Inc","255 W Peckham Ln, Suite 2",Reno,NV,89509,Carson City,255 w peckham ln,western nevada management,7752987988,incline property management,western nevada management,incline property management,incline property management
Rocky Terrace Homeowners Association,0681622005-6,REG,90.0,(775) 298-7988, Incline Property Management,"1789 E College Parkway, Suite 128",Carson City,NV,89706,Carson City,1789 e college parkway,incline property management,7752987988,incline property management,incline property management,incline property management,incline property management
Spring Meadow Development Homeowners Association Inc,2443-1989,REG,44.0,(775) 298-7988, Incline Property Management,"1789 E College Pkwy, Suite 128",Carson City,NV,89706,Washoe,1789 e college pkwy,incline property management,7752987988,incline property management,incline property management,incline property management,incline property management
